date_time,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,is_mobile,is_package,channel,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_type_id,is_booking,hotel_continent,hotel_country,hotel_market,hotel_cluster
1/8/2014 13:31,3,66,462,41898,2454.8588,0,1,1,3,0,2,1,0,2,50,680,95
1/8/2014 13:38,3,66,462,41898,2454.8588,0,1,1,2,0,1,1,0,2,50,680,95
1/8/2014 13:42,3,66,462,41898,2454.8588,0,1,1,2,0,2,1,0,2,50,680,95
1/8/2014 13:46,3,66,462,41898,2454.8588,0,1,1,1,0,1,1,0,2,50,680,95
1/8/2014 13:57,3,66,462,41898,2454.8588,0,1,1,3,0,2,1,0,2,50,680,95
1/8/2014 13:58,3,66,462,41898,2454.8588,0,1,1,2,0,2,1,0,2,50,680,95
1/8/2014 14:03,3,66,462,41898,2454.8588,0,0,1,1,0,1,6,0,2,50,680,95
1/8/2014 14:09,3,66,462,41898,2454.8588,0,0,1,3,0,2,6,0,2,50,680,95
1/8/2014 14:15,3,66,462,41898,2455.2272,0,0,1,2,0,1,6,0,2,50,680,77
1/8/2014 14:18,3,66,462,41898,2455.2272,0,0,1,1,0,1,6,0,2,50,680,77
1/8/2014 14:30,3,66,462,41898,2455.2272,0,0,1,3,0,2,6,0,2,50,680,77
5/14/2014 14:57,3,66,462,49272,16.7526,0,0,0,2,0,1,6,0,2,50,552,13
5/14/2014 14:58,3,66,462,49272,16.9208,0,0,0,2,0,1,6,0,2,50,552,42
8/14/2014 20:50,3,66,462,41898,2104.9854,0,1,9,3,0,1,1,0,2,50,411,9
8/14/2014 21:10,3,66,462,41898,2104.9854,0,0,9,3,0,1,1,0,2,50,411,9
8/16/2014 19:42,3,66,462,41898,2104.7296,0,0,0,3,0,1,8,0,2,50,411,55
8/16/2014 19:42,3,66,462,41898,2105.1808,0,0,0,3,0,1,8,0,2,50,411,5
8/16/2014 19:44,3,66,462,41898,2104.9654,0,0,0,3,0,1,8,0,2,50,411,91
8/16/2014 19:46,3,66,462,41898,2105.1599,0,0,0,3,0,1,8,0,2,50,411,13
8/16/2014 19:49,3,66,462,41898,2104.6446,0,0,0,3,0,1,8,0,2,50,411,72
8/16/2014 19:50,3,66,462,41898,2104.8425,0,0,0,3,0,1,8,0,2,50,411,72
10/10/2014 17:01,3,66,462,41898,2671.9638,0,1,0,2,0,1,1,0,2,50,213,55
10/10/2014 17:18,3,66,462,41898,2672.257,0,1,0,2,0,1,1,0,2,50,213,26
11/28/2014 7:54,3,66,462,41898,2715.7274,0,1,7,2,0,1,1,0,4,8,126,65
10/24/2014 11:36,3,66,174,40365,5463.5637,0,0,0,4,0,2,5,0,0,87,58,6
10/24/2014 11:43,3,66,174,40365,8456.8294,0,0,0,4,0,2,3,0,3,5,89,38
10/29/2014 14:09,3,66,174,40365,8454.4977,0,0,0,2,0,2,3,0,3,5,89,46
10/29/2014 14:09,3,66,174,40365,8454.262,0,0,0,2,0,2,3,0,3,5,89,67
10/29/2014 14:12,3,66,174,40365,8455.6211,0,0,0,2,0,1,3,0,3,5,89,81
10/29/2014 14:14,3,66,174,40365,8457.2636,0,0,0,2,0,1,3,0,3,5,89,82
10/29/2014 14:14,3,66,174,40365,8456.8294,0,0,0,2,0,2,3,0,3,5,89,38
10/29/2014 14:15,3,66,174,40365,8457.0606,0,0,0,2,0,1,3,0,3,5,89,53
10/29/2014 14:32,3,66,174,40365,8456.8294,0,0,0,2,0,2,3,1,3,5,89,38
12/5/2014 9:49,3,66,174,21855,8393.1607,0,0,1,1,0,1,5,0,3,5,89,81
12/5/2014 9:51,3,66,174,21855,8392.6744,0,0,1,1,0,1,5,0,3,5,89,78
12/5/2014 9:51,3,66,174,21855,8390.0936,0,0,1,1,0,1,5,0,3,5,89,67
12/5/2014 9:54,3,66,174,21855,8390.1663,0,0,1,1,0,1,5,0,3,5,89,46
12/5/2014 9:58,3,66,174,21855,8393.1607,0,0,1,1,0,1,5,1,3,5,89,81
4/18/2014 16:36,3,66,174,16634,4.1613,0,0,9,2,0,1,6,0,2,50,1241,18
4/18/2014 16:39,3,66,174,16634,3.3379,0,0,9,2,0,1,6,0,2,50,1241,91
4/18/2014 16:39,3,66,174,16634,3.3379,0,0,9,2,2,1,6,0,2,50,1241,91
4/19/2014 9:15,3,66,174,16634,3.3379,0,0,1,2,2,1,6,0,2,50,1241,91
4/19/2014 9:44,3,66,174,16634,3.3379,0,0,1,2,2,1,6,1,2,50,1241,91
4/29/2014 16:32,3,66,174,16634,382.6993,0,1,0,2,0,1,1,0,2,50,628,45
6/17/2014 5:41,3,66,174,46432,82.6384,0,0,0,2,0,1,6,0,2,50,627,10
6/17/2014 5:47,3,66,174,46432,82.6384,0,0,0,2,0,1,6,0,2,50,627,10
6/17/2014 5:50,3,66,174,46432,86.5016,0,0,0,2,0,1,1,0,2,50,627,84
6/19/2014 23:00,3,66,174,46432,82.6384,0,0,0,2,0,1,1,0,2,50,627,10
6/19/2014 23:02,3,66,174,46432,82.6384,0,0,0,2,0,1,6,0,2,50,627,10
7/31/2014 22:34,3,66,174,16634,187.8185,0,0,0,2,0,1,1,0,2,50,633,54
10/5/2014 4:20,3,66,174,46432,110.4256,0,0,1,2,0,1,6,0,2,50,633,54
10/5/2014 20:45,3,66,174,46432,110.257,0,0,0,2,0,1,6,0,2,50,633,77
10/5/2014 20:46,3,66,174,46432,110.4256,0,0,0,2,0,1,6,0,2,50,633,54
10/5/2014 20:47,3,66,174,46432,110.4639,0,0,0,2,0,1,6,0,2,50,633,54
10/5/2014 20:52,3,66,174,46432,110.4639,0,0,0,2,0,1,6,0,2,50,633,54
10/5/2014 20:53,3,66,174,46432,110.4672,0,0,0,2,0,1,6,0,2,50,633,54
10/6/2014 17:08,3,66,174,46432,110.257,0,0,9,2,0,1,6,0,2,50,633,77
10/6/2014 17:09,3,66,174,46432,110.4672,0,0,9,2,0,1,6,0,2,50,633,54
10/6/2014 17:10,3,66,174,46432,110.4256,0,0,9,2,0,1,6,0,2,50,633,54
10/9/2014 20:21,3,66,174,46432,110.4639,0,0,1,2,0,1,6,0,2,50,633,54
10/12/2014 8:00,3,66,174,46432,110.4639,0,0,9,2,0,1,6,0,2,50,633,54
10/13/2014 15:20,3,66,174,46432,112.9832,0,0,1,2,0,1,1,0,2,50,633,54
10/13/2014 15:22,3,66,174,46432,110.257,0,0,1,2,0,1,1,0,2,50,633,77
10/13/2014 15:24,3,66,174,46432,110.4672,0,0,1,2,0,1,1,0,2,50,633,54
10/13/2014 15:24,3,66,174,46432,110.3899,0,0,1,2,0,1,1,0,2,50,633,76
10/13/2014 15:25,3,66,174,46432,110.5101,0,0,1,2,0,1,1,0,2,50,633,17
10/13/2014 15:25,3,66,174,46432,111.5541,0,0,1,2,0,1,1,0,2,50,633,54
10/18/2014 18:24,3,66,174,46432,110.4672,0,0,1,2,0,1,1,0,2,50,633,54
10/18/2014 18:28,3,66,174,46432,112.9832,0,0,1,2,0,1,1,0,2,50,633,54
10/18/2014 18:30,3,66,174,46432,112.9832,0,0,1,2,0,1,1,0,2,50,633,54
10/18/2014 18:30,3,66,174,46432,110.4672,0,0,1,2,0,1,1,0,2,50,633,54
10/18/2014 18:35,3,66,174,46432,112.9832,0,0,1,2,0,1,1,1,2,50,633,54
11/9/2013 7:43,3,66,189,2871,2586.0222,1,0,9,3,0,1,3,0,2,50,967,42
11/9/2013 7:45,3,66,189,2871,2586.0222,1,0,9,3,0,1,3,1,2,50,967,42
11/9/2013 7:47,3,66,189,2871,2586.0222,1,0,9,3,0,1,3,0,2,50,967,42
11/9/2013 7:48,3,66,189,2871,2586.0222,1,0,9,3,0,1,3,1,2,50,967,42
5/10/2014 10:12,3,66,189,2871,1515.3055,0,0,9,1,0,1,1,0,2,50,871,7
5/10/2014 10:17,3,66,189,2871,1515.3055,0,0,9,1,0,1,1,1,2,50,871,7
8/7/2014 11:17,3,66,143,6959,789.095,0,0,3,2,0,1,1,0,2,50,412,25
9/14/2014 8:55,3,66,143,6959,294.6852,0,0,3,2,0,1,1,0,2,50,454,44
9/21/2014 18:08,3,66,143,6959,789.095,0,0,3,2,0,1,1,0,2,50,412,25
9/21/2014 18:20,3,66,143,6959,789.0559,0,0,3,2,0,1,1,0,2,50,412,98
9/23/2014 17:37,3,66,143,6959,789.0698,0,0,3,2,0,1,1,0,2,50,412,97
9/23/2014 17:38,3,66,143,6959,789.0559,0,0,3,2,0,1,1,0,2,50,412,98
9/23/2014 17:38,3,66,143,6959,789.0559,0,0,3,2,2,1,1,0,2,50,412,98
11/27/2014 19:42,3,66,143,6959,4092.9913,0,0,9,2,0,1,3,0,6,70,1926,30
11/27/2014 19:43,3,66,143,6959,4095.5567,0,0,9,2,0,1,3,0,6,70,1926,3
12/26/2014 19:59,3,66,143,6959,1325.6021,0,1,9,2,0,1,1,0,2,50,655,30
12/26/2014 20:00,3,66,143,6959,1325.759,0,1,9,2,0,1,1,0,2,50,655,3
12/26/2014 20:01,3,66,143,6959,1325.5468,0,1,9,2,0,1,1,0,2,50,655,99
1/11/2013 13:15,1,46,171,19639,5754.6706,0,0,5,2,2,1,3,0,5,203,794,86
3/14/2013 15:12,1,46,171,43409,881.0374,0,0,9,2,1,1,3,0,6,208,1274,62
3/14/2013 15:16,1,46,171,43409,881.0374,0,0,9,2,1,1,3,1,6,208,1274,62
4/9/2013 18:06,1,46,171,46087,3906.9076,0,1,9,2,0,1,1,1,2,50,675,19
6/7/2013 13:34,1,46,347,30592,3798.8516,0,1,5,2,0,1,1,1,2,50,675,56
6/12/2013 11:58,1,46,347,30592,1225.6581,0,1,9,2,0,1,1,1,6,22,245,20
6/12/2013 16:45,1,46,347,30592,5406.6016,0,0,9,2,1,1,1,0,3,99,88,38
8/21/2013 15:15,1,46,171,15334,1757.403,0,0,5,2,0,1,5,0,3,0,1447,8
8/21/2013 15:23,1,46,171,15334,1757.403,0,0,5,2,0,1,5,1,3,0,1447,8
9/4/2013 11:19,1,46,171,15334,5516.5118,0,0,9,3,1,1,1,0,3,99,88,82
9/4/2013 11:21,1,46,171,15334,5516.5296,0,0,9,2,1,1,1,0,3,99,88,82
9/27/2013 17:18,1,46,171,19639,305.0827,0,1,9,5,0,2,1,0,6,68,275,68
9/27/2013 17:36,1,46,171,19639,305.0827,0,1,9,5,0,2,1,1,6,68,275,68
9/27/2013 17:36,1,46,171,19639,305.0827,0,1,5,2,0,1,1,1,6,68,275,68
10/17/2013 9:10,1,46,171,43387,148.6847,0,0,9,2,0,1,6,0,6,46,1089,82
11/17/2013 8:29,1,46,171,43387,190.4292,0,0,9,2,1,1,1,0,6,107,186,82
11/17/2013 8:32,1,46,171,43387,190.4292,0,0,9,2,1,1,1,1,6,107,186,82
11/20/2013 10:27,1,46,171,15334,5658.4867,0,0,9,2,2,1,1,0,2,50,628,71
11/20/2013 10:29,1,46,171,15334,5655.3159,0,0,9,2,2,1,1,0,2,50,628,1
11/20/2013 10:48,1,46,171,15334,5768.073,0,0,9,2,2,1,1,0,2,50,1230,91
11/20/2013 10:51,1,46,171,15334,5768.1695,0,0,9,2,2,1,1,0,2,50,1230,40
11/20/2013 12:00,1,46,171,15334,5655.3159,0,0,9,2,2,1,1,0,2,50,628,1
11/20/2013 12:03,1,46,171,15334,5655.3159,0,0,9,2,2,1,1,1,2,50,628,1
11/21/2013 11:13,1,46,171,19639,5761.2438,0,0,9,2,2,1,1,0,2,50,1230,91
11/21/2013 11:15,1,46,171,19639,5761.2438,0,0,9,2,2,1,1,1,2,50,1230,91
11/26/2013 16:29,1,46,171,15334,860.9727,0,0,9,2,0,1,1,0,6,77,20,15
2/8/2014 12:58,1,46,171,43387,1103.4275,0,0,5,5,1,3,1,0,6,22,245,46
2/8/2014 13:03,1,46,171,43387,1103.4275,0,0,5,5,1,3,1,1,6,22,245,46
3/6/2014 11:00,1,46,171,43387,593.3261,0,0,5,2,0,1,3,0,6,204,1762,61
3/6/2014 11:03,1,46,171,43387,593.3261,0,0,5,2,0,1,3,1,6,204,1762,61
3/7/2014 16:02,1,46,171,15334,617.5756,0,0,5,2,0,1,6,0,6,204,1762,85
3/7/2014 16:03,1,46,171,15334,617.5756,0,0,5,2,0,1,6,1,6,204,1762,85
3/14/2014 11:27,1,46,171,16896,5869.8608,0,0,5,2,1,1,1,0,2,50,365,72
3/14/2014 11:32,1,46,171,16896,5869.8608,0,0,5,2,1,1,1,1,2,50,365,72
3/25/2014 15:52,1,46,171,19639,69.0572,0,0,5,2,0,2,1,0,6,204,941,36
3/25/2014 15:53,1,46,171,19639,68.8896,0,0,5,2,0,2,1,0,6,204,941,29
3/25/2014 15:53,1,46,171,19639,68.3193,0,0,5,2,0,2,1,0,6,204,941,82
3/25/2014 15:54,1,46,171,19639,69.1755,0,0,5,2,0,2,1,0,6,204,941,82
3/25/2014 16:06,1,46,171,19639,69.0572,0,0,5,3,0,2,1,0,6,204,941,36
3/25/2014 16:08,1,46,171,19639,69.0572,0,0,5,3,0,2,1,1,6,204,941,36
4/9/2014 9:56,1,46,171,19639,1106.0613,0,0,5,2,0,1,1,0,6,22,245,64
4/28/2014 11:46,1,46,171,15334,4705.7185,0,0,5,2,2,1,1,0,4,163,1503,65
4/28/2014 12:16,1,46,171,15334,4705.7185,0,0,5,2,2,1,1,1,4,163,1503,65
7/23/2014 15:58,1,46,171,15334,524.7726,0,0,2,5,0,4,6,0,6,204,188,53
7/23/2014 15:58,1,46,171,15334,524.0588,0,0,2,5,0,4,6,0,6,204,188,85
7/23/2014 15:59,1,46,171,15334,525.1222,0,0,2,5,0,4,6,0,6,204,188,14
7/23/2014 16:19,1,46,171,15334,525.111,0,0,2,5,0,4,6,0,6,204,188,53
7/23/2014 16:41,1,46,171,15334,519.2912,0,0,2,5,2,4,6,0,6,204,188,30
7/31/2014 9:09,1,46,171,43387,190.0305,0,0,9,2,0,1,1,0,6,107,186,78
7/31/2014 16:00,1,46,171,43387,504.2358,0,0,9,8,0,4,1,0,6,204,1545,43
7/31/2014 16:01,1,46,171,43387,506.5878,0,0,9,8,0,4,1,0,6,204,1545,8
7/31/2014 16:05,1,46,171,43387,506.5878,0,0,9,8,0,4,1,0,6,204,1545,8
7/31/2014 16:05,1,46,171,43387,506.5878,0,0,9,5,0,4,1,0,6,204,1545,8
8/1/2014 9:37,1,46,171,15334,770.0807,0,0,1,2,0,1,6,0,6,11,26,16
8/1/2014 9:44,1,46,171,15334,104.25,0,0,9,3,0,2,6,0,6,144,1013,82
8/1/2014 9:48,1,46,171,15334,770.0807,0,0,1,2,0,1,6,0,6,11,26,16
8/1/2014 9:48,1,46,171,15334,180.1162,0,0,9,5,0,4,4,0,6,144,7,2
8/1/2014 9:49,1,46,171,15334,179.8827,0,0,9,5,0,4,4,0,6,144,7,25
8/1/2014 11:24,1,46,171,15334,118.1389,0,0,1,2,0,1,5,0,6,144,24,59
8/1/2014 11:26,1,46,171,15334,119.462,0,0,1,2,0,1,5,0,6,144,24,46
8/1/2014 12:20,1,46,171,15334,119.462,0,0,5,2,0,1,5,0,6,144,24,46
8/1/2014 12:22,1,46,171,15334,119.462,0,0,5,2,0,1,5,1,6,144,24,46
8/9/2014 12:10,1,46,171,43387,179.6166,0,0,9,4,0,3,4,0,6,144,7,25
8/9/2014 12:12,1,46,171,43387,179.6166,0,0,9,1,0,1,4,0,6,144,7,25
8/9/2014 12:15,1,46,171,43387,179.6694,0,0,9,4,0,3,4,0,6,144,7,11
8/25/2014 15:12,1,46,171,19639,87.7825,0,0,9,1,0,1,6,0,6,144,13,83
8/25/2014 15:17,1,46,171,19639,5755.0846,0,0,9,2,0,1,6,0,2,50,358,83
8/25/2014 15:18,1,46,171,19639,5755.2545,0,0,9,2,0,1,6,0,2,50,358,28
8/25/2014 15:22,1,46,171,19639,5755.2962,0,0,9,2,0,1,6,0,2,50,358,72
8/25/2014 15:37,1,46,171,19639,87.1188,0,0,9,1,0,1,1,0,6,144,13,61
8/25/2014 16:42,1,46,171,19639,5755.0846,0,0,5,2,0,1,6,0,2,50,358,83
9/3/2014 11:01,1,46,171,43387,393.9279,0,0,9,2,0,1,3,0,6,144,777,81
9/3/2014 12:18,1,46,171,43387,312.4179,0,0,9,4,0,1,1,0,6,68,293,14
9/3/2014 12:19,1,46,171,43387,314.9921,0,0,9,4,0,1,1,0,6,68,293,14
9/15/2014 17:46,1,46,171,19639,2959.069,0,1,9,2,0,1,1,0,3,48,153,26
9/15/2014 17:49,1,46,171,19639,2960.1924,0,1,9,2,0,1,1,0,3,48,153,64
9/17/2014 16:44,1,46,171,43387,3914.9942,0,1,5,2,0,1,1,0,2,50,675,40
9/17/2014 18:02,1,46,171,43387,3914.9942,0,1,5,2,0,1,1,1,2,50,675,40
9/29/2014 16:35,1,46,171,43387,614.5652,0,0,5,2,0,1,1,0,6,77,2,37
9/29/2014 17:16,1,46,171,43387,614.5652,0,0,5,2,0,1,1,1,6,77,2,37
10/7/2014 15:15,1,46,171,15334,5909.8885,0,0,1,2,2,1,3,0,4,146,1548,30
10/7/2014 15:16,1,46,171,15334,5909.8885,0,0,1,2,2,1,3,0,4,146,1548,30
10/9/2014 9:03,1,46,171,43387,109.0116,0,0,9,1,0,1,6,0,6,144,1013,46
10/9/2014 9:03,1,46,171,43387,109.0116,0,0,9,2,0,1,6,0,6,144,1013,46
10/15/2014 18:06,1,46,171,15334,5863.6256,0,0,5,2,0,1,6,0,4,146,1517,62
10/15/2014 18:08,1,46,171,15334,5863.6256,0,0,5,2,0,1,6,1,4,146,1517,62
11/3/2014 17:21,1,46,171,15334,120.32,0,0,9,2,0,1,1,0,6,144,24,25
11/3/2014 17:22,1,46,171,15334,120.4017,0,0,9,2,0,1,1,0,6,144,24,42
11/4/2014 11:38,1,46,171,19639,4604.4255,0,0,9,2,0,1,6,0,4,51,1509,17
11/4/2014 11:40,1,46,171,19639,126.1062,0,0,9,9,0,5,1,0,6,144,24,25
11/4/2014 11:42,1,46,171,19639,126.1062,0,0,9,3,0,2,1,0,6,144,24,25
11/4/2014 11:43,1,46,171,19639,126.1909,0,0,9,3,0,2,1,0,6,144,24,42
11/10/2014 17:22,1,46,171,15334,390.2201,0,0,9,2,0,1,3,0,6,144,777,99
11/13/2014 12:56,1,46,171,43387,123.545,0,0,9,2,0,1,1,0,6,144,24,42
12/4/2014 13:21,1,46,171,43387,5775.6051,0,0,9,1,0,1,6,0,3,182,83,3
12/4/2014 13:21,1,46,171,43387,5775.6566,0,0,9,1,0,1,6,0,3,182,83,57
9/14/2014 14:31,3,205,354,44764,288.2286,1,0,0,2,0,1,1,0,2,198,384,99
9/14/2014 14:35,3,205,354,44764,288.0325,1,0,0,2,0,1,1,0,2,198,384,95
1/10/2014 21:47,0,182,416,32100,3269.5288,0,1,0,2,2,1,1,0,4,163,1503,65
1/10/2014 22:31,0,182,416,32100,3269.872,0,1,0,2,2,1,1,0,4,163,1503,52
1/10/2014 22:32,0,182,416,32100,3269.5288,0,1,0,2,2,1,1,0,4,163,1503,65
10/7/2014 13:54,3,66,356,22202,2440.8916,0,1,9,1,0,1,1,0,2,50,675,70
10/7/2014 14:02,3,66,356,22202,2440.8916,0,1,9,1,0,1,1,0,2,50,675,70
10/7/2014 14:08,3,66,356,22202,2440.8916,0,1,9,1,0,1,1,1,2,50,675,70
10/26/2014 15:12,3,66,356,4751,533.365,0,1,9,1,0,1,1,0,2,50,1230,83
10/26/2014 15:13,3,66,356,4751,533.508,0,1,9,1,0,1,1,0,2,50,1230,17
10/30/2014 9:32,3,66,356,4751,762.1035,0,1,9,2,0,1,1,0,2,50,628,45
10/30/2014 9:37,3,66,356,4751,762.2315,0,1,9,2,0,1,1,0,2,50,628,45
10/30/2014 9:37,3,66,356,4751,762.0978,0,1,9,2,0,1,1,0,2,50,628,79
10/30/2014 9:55,3,66,356,4751,762.2315,0,1,9,2,0,1,1,1,2,50,628,45
10/30/2014 9:58,3,66,356,4751,762.2315,0,0,9,2,0,1,1,0,2,50,628,45
10/6/2014 19:30,3,66,348,48862,329.3728,0,0,3,2,0,1,1,0,2,198,384,28
10/6/2014 19:30,3,66,348,48862,329.3728,0,0,3,2,0,1,1,0,2,198,384,28
10/7/2014 18:12,3,66,348,48862,441.0681,0,0,3,2,0,1,1,0,2,198,391,15
10/7/2014 18:13,3,66,348,48862,441.0681,0,0,3,2,0,1,1,0,2,198,391,15
10/7/2014 18:22,3,66,348,48862,436.3614,0,0,3,2,0,1,1,0,2,198,391,42
10/7/2014 18:22,3,66,348,48862,436.3614,0,0,3,2,0,1,1,0,2,198,391,42
10/7/2014 20:25,3,66,348,48862,308.067,0,0,3,2,0,1,1,0,2,198,750,4
10/7/2014 20:26,3,66,348,48862,307.6982,0,0,3,2,0,1,1,0,2,198,750,4
10/8/2014 19:11,3,66,348,48862,438.7656,0,0,3,2,0,1,1,0,2,198,391,15
10/8/2014 19:18,3,66,348,48862,444.0133,0,0,3,2,0,1,1,0,2,198,391,6
10/8/2014 19:18,3,66,348,48862,444.0133,0,0,3,2,0,1,1,0,2,198,391,6
10/8/2014 19:24,3,66,348,48862,444.0133,0,0,3,2,0,1,1,1,2,198,391,6
10/11/2014 17:26,3,66,348,48862,328.8956,0,0,2,2,0,1,1,0,2,198,384,95
10/11/2014 17:26,3,66,348,48862,328.9679,0,0,2,2,0,1,1,0,2,198,384,16
10/11/2014 17:26,3,66,348,48862,328.8956,0,0,2,2,0,1,1,0,2,198,384,95
10/11/2014 17:26,3,66,348,48862,328.9679,0,0,2,2,0,1,1,0,2,198,384,16
10/12/2014 8:49,3,66,348,48862,441.1403,0,0,3,2,0,1,1,0,2,198,391,83
10/12/2014 8:52,3,66,348,48862,441.1403,0,0,3,2,0,1,1,0,2,198,391,83
10/12/2014 9:26,3,66,348,48862,441.1403,0,0,3,2,0,1,1,0,2,198,391,83
10/12/2014 9:33,3,66,348,48862,441.1403,0,0,3,2,0,1,1,1,2,198,391,83
6/5/2014 11:06,3,205,354,25315,1608.6763,0,1,5,2,0,1,1,0,4,8,110,66
6/5/2014 11:07,3,205,354,25315,1608.6763,0,1,5,2,0,1,1,0,4,8,110,66
6/11/2014 13:43,3,205,354,25315,169.2038,0,0,5,2,0,1,1,0,2,50,591,42
6/11/2014 13:44,3,205,354,25315,170.4705,0,0,5,2,0,1,1,0,2,50,591,32
6/11/2014 13:45,3,205,354,25315,169.2044,0,0,5,2,0,1,1,0,2,50,591,99
6/20/2014 9:59,3,205,354,25315,97.0132,0,0,5,2,0,1,6,0,2,50,572,32
7/2/2014 13:58,3,205,354,25315,107.8246,0,0,5,2,0,1,3,0,2,50,572,7
7/2/2014 13:59,3,205,354,25315,97.0221,0,0,5,2,0,1,6,0,2,50,572,32
7/2/2014 14:00,3,205,354,25315,97.015,0,0,5,2,0,1,6,0,2,50,572,51
7/2/2014 14:00,3,205,354,25315,97.0132,0,0,5,2,0,1,6,0,2,50,572,32
7/3/2014 13:26,3,205,354,25315,97.015,0,0,5,2,0,1,6,0,2,50,572,51
7/3/2014 13:33,3,205,354,25315,97.015,0,0,5,2,0,1,6,1,2,50,572,51
7/8/2014 14:15,3,205,354,25315,1751.8197,0,1,5,2,0,1,1,0,4,47,1502,8
7/9/2014 7:25,3,205,354,25315,1752.7867,0,0,5,2,0,1,1,0,4,47,1502,66
7/9/2014 7:32,3,205,354,25315,2223.4858,0,0,5,2,1,1,3,0,4,96,201,96
7/28/2014 9:04,3,205,354,25315,1632.7512,0,1,5,2,0,1,1,0,4,8,126,80
8/5/2014 11:50,3,205,354,25315,1632.7512,0,1,5,2,0,1,1,0,4,8,126,80
8/6/2014 6:15,3,205,354,25315,1632.7512,0,1,5,2,0,1,1,0,4,8,126,80
8/6/2014 6:54,3,205,354,25315,1632.7512,0,1,5,2,0,1,1,1,4,8,126,80
8/8/2014 10:50,3,205,354,25315,1953.0719,0,1,5,2,0,1,1,0,2,50,628,45
8/13/2014 9:59,3,205,354,25315,2221.7824,0,0,5,4,0,2,5,0,4,96,201,65
8/13/2014 10:10,3,205,354,25315,2220.9087,0,0,5,4,0,2,5,0,4,96,201,64
8/18/2014 12:11,3,205,354,25315,1568.6304,0,1,5,2,0,1,3,0,4,121,199,52
8/18/2014 12:13,3,205,354,25315,1568.7507,0,1,5,2,0,1,3,0,4,121,199,92
8/21/2014 7:45,3,205,354,25315,1742.3477,0,0,5,1,0,1,1,0,4,47,1508,66
8/21/2014 10:27,3,205,354,25315,1742.3477,0,0,5,2,0,1,1,0,4,47,1508,66
8/22/2014 10:04,3,205,354,25315,147.7371,0,0,5,4,0,2,6,0,2,198,379,55
8/22/2014 10:05,3,205,354,25315,149.8385,0,0,5,4,0,2,6,0,2,198,379,72
8/22/2014 10:06,3,205,354,25315,144.1208,0,0,5,4,0,2,6,0,2,198,379,76
